,Household level identifier,Target,=1 Overcrowding by bedrooms,=1 Overcrowding by rooms,=1 has toilet in the household,=1 if the household has refrigerator,=1 if predominant material on the outside wall is block or brick,"=1 if predominant material on the outside wall is socket (wood, zinc or absbesto",=1 if predominant material on the outside wall is prefabricated or cement,=1 if predominant material on the floor is cement,=1 if predominant material on the outside wall is waste material,=1 if predominant material on the outside wall is wood ,=1 if predominant material on the outside wall is zink,=1 if predominant material on the outside wall is natural fibers,=1 if predominant material on the outside wall is other,"=1 if predominant material on the floor is mosaic, ceramic, terrazo",=1 if predominant material on the floor is other,=1 if predominant material on the floor is  natural material,=1 if no floor at the household,=1 if predominant material on the floor is wood,=1 if predominant material on the roof is metal foil or zink,"=1 if predominant material on the roof is fiber cement, mezzanine ",=1 if predominant material on the roof is natural fibers,=1 if predominant material on the roof is other,=1 if the house has ceiling,=1 if water provision inside the dwelling,=1 if water provision outside the dwelling,=1 if no water provision,=1 no toilet in the dwelling,=1 toilet connected to sewer or cesspool,=1 toilet connected to  septic tank,=1 toilet connected to black hole or letrine,=1 toilet connected to other system,=1 no main source of energy used for cooking (no kitchen),=1 main source of energy used for cooking electricity,=1 main source of energy used for cooking gas,=1 main source of energy used for cooking wood charcoal,=1 if rubbish disposal mainly by tanker truck,=1 if rubbish disposal mainly by botan hollow or buried,=1 if rubbish disposal mainly by burning,=1 if rubbish disposal mainly by throwing in an unoccupied space,=1 if rubbish disposal mainly other,=1 own and fully paid house,"=1 own, paying in installments",=1 rented,=1 precarious,"=1 other(assigned, borrowed)",=1 if the household has notebook or desktop computer,=1 if the household has TV,=1 region Central,=1 region Chorotega,=1 region PacÃƒÂ­fico central,=1 region Brunca,=1 region Huetar AtlÃƒÂ¡ntica,=1 region Huetar Norte,=1 zona urbana,Monthly rent payment,Dependency rate,years of education of male head of household,years of education of female head of household,average years of education for adults (18+),# persons per room, number of all rooms in the house,Males younger than 12 years of age,Males 12 years of age and older,Total males in the household,Females younger than 12 years of age,Females 12 years of age and older,Total females in the household,persons younger than 12 years of age,persons 12 years of age and older,number of tablets household owns,TamViv,household size,Number of children 0 to 19 in household,Number of adults in household,# of individuals 65+ in the household,number of bedrooms,# of mobile phones,electricity,electricity-missing,walls,roof,floor,no_essentials,luxury,phones-per-capita,tablets-per-capita,rooms-per-capita,rent-per-capita,owns a tablet-min,owns a tablet-sum,owns a tablet-count,owns a tablet-std,owns a tablet-range_,=1 if disable person-min,=1 if disable person-max,=1 if disable person-sum,=1 if female-min,=1 if female-max,=1 if female-sum,=1 if female-std,=1 if female-range_,=1 if less than 10 years old-min,=1 if less than 10 years old-max,=1 if less than 10 years old-sum,=1 if free or coupled uunion-min,=1 if free or coupled uunion-max,=1 if free or coupled uunion-std,=1 if married-min,=1 if married-max,=1 if married-std,=1 if divorced-min,=1 if divorced-max,=1 if separated-min,=1 if separated-max,=1 if separated-sum,=1 if widow/er-min,=1 if widow/er-max,=1 if single-min,=1 if single-max,=1 if single-sum,=1 if single-std,=1 if household head-min,=1 if household head-max,=1 if household head-std,=1 if spouse/partner-min,=1 if spouse/partner-max,=1 if son/doughter-min,=1 if son/doughter-max,=1 if son/doughter-sum,=1 if stepson/doughter-min,=1 if stepson/doughter-max,=1 if stepson/doughter-sum,=1 if son/doughter in law-min,=1 if son/doughter in law-max,=1 if grandson/doughter-min,=1 if grandson/doughter-max,=1 if grandson/doughter-sum,=1 if mother/father-min,=1 if mother/father-max,=1 if father/mother in law-min,=1 if father/mother in law-max,=1 if brother/sister-min,=1 if brother/sister-max,=1 if brother/sister-sum,=1 if brother/sister in law-min,=1 if brother/sister in law-max,=1 if brother/sister in law-sum,=1 if other family member-min,=1 if other family member-max,=1 if other family member-sum,=1 if other non family member-min,=1 if other non family member-max,=1 if other non family member-sum,=1 if mobile phone-min,=1 if mobile phone-std,=1 if mobile phone-range_,years of schooling-min,years of schooling-max,years of schooling-sum,years of schooling-std,years of schooling-range_,Age in years-min,Age in years-max,Age in years-sum,Age in years-std,Age in years-range_,max_edu-max,max_edu-std,max_edu-range_,schooling/age-min,schooling/age-max,schooling/age-sum,schooling/age-std,schooling/age-range_
2242,14303c7a7,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,100000.0,0.0,0.0,11.0,11.0,0.5,3,0,0,0,0,1,1,0,1,0.0,1,1,0,1,0,2,1,2.0,False,2,2,2,1,1,1.0,0.0,3.0,100000.0,0,0,1,,0,0,0,0,1,1,1,,0,0,0,0,0,0,,0,0,,1,1,0,0,0,0,0,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,11,11,11,,0,51,51,51,,0,4,,0,0.21568627450980393,0.21568627450980393,0.21568627450980393,,0.0
2243,830ecf18b,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.33333334,0.0,0.0,4.5,1.3333334,5,0,2,2,0,2,2,0,4,0.0,4,4,0,4,1,3,3,2.0,False,2,2,2,1,2,0.75,0.0,1.25,0.0,0,0,4,0.0,0,0,1,1,0,1,2,0.5773502691896257,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,3,0.5,0,1,0.5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,6,18,3.0,6,37,74,199,16.520189667999176,37,2,1.0,2,0.0,0.16216216216216217,0.43503037921642573,0.0735560346031103,0.16216216216216217
2244,feccace39,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,42500.0,0.66666669,10.0,0.0,11.0,1.6666666,4,1,2,3,0,2,2,1,4,0.0,5,5,2,3,0,3,4,2.0,False,1,1,2,0,1,0.8,0.0,0.8,8500.0,0,0,5,0.0,0,0,0,0,0,1,2,0.5477225575051662,1,0,1,1,0,0,0.0,0,1,0.5477225575051662,0,0,0,0,0,0,0,0,1,2,0.5477225575051661,0,1,0.447213595499958,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,11,33,4.33589667773576,11,7,50,140,17.649362594722792,43,4,1.4832396974191326,4,0.0,0.6111111111111112,1.2148378191856453,0.22734978450656534,0.6111111111111112
2245,671974391,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.5,9.0,0.0,7.5,0.75,6,0,1,1,0,2,2,0,3,0.0,3,3,1,2,0,4,2,2.0,False,2,1,2,1,2,0.6666666666666666,0.0,2.0,0.0,0,0,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,1,1,0.5773502691896258,0,1,0.5773502691896258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0,6,9,22,1.5275252316519465,3,14,57,126,24.269322199023193,43,3,0.5773502691896257,1,0.10909090909090909,0.5,0.7669856459330144,0.21300537631668393,0.39090909090909093
2246,654f30c0a,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.33333334,7.0,0.0,11.666667,1.3333334,5,0,2,2,0,2,2,0,4,0.0,4,4,1,3,0,3,4,2.0,False,2,2,2,1,2,1.0,0.0,1.25,0.0,0,0,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,0,0,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,2,0.5773502691896257,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,7,16,44,3.915780041490244,9,15,47,128,15.895492023421818,32,7,2.309401076758503,4,0.1590909090909091,0.6,1.6449709864603481,0.20185616555512342,0.4409090909090909
2247,d59826a1b,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,169000.0,1.0,16.0,0.0,15.0,1.3333334,5,1,2,3,0,1,1,1,3,3.0,4,4,2,2,0,3,4,2.0,False,2,2,2,1,3,1.0,0.75,1.25,42250.0,1,4,4,0.0,0,0,0,0,0,1,1,0.5,1,0,1,1,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,1,0.5,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,16,38,6.60807586719967,14,9,43,107,16.78044496827582,34,7,3.2015621187164243,6,0.2222222222222222,0.375,1.328289604452395,0.07356449796383051,0.1527777777777778
2248,ebaa64350,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,75000.0,0.0,9.0,0.0,8.5,1.0,4,0,1,1,0,1,1,0,2,0.0,2,2,0,2,0,2,2,2.0,False,1,2,2,1,2,1.0,0.0,2.0,37500.0,0,0,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,1,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,8,9,17,0.7071067811865476,1,20,44,64,16.97056274847714,24,3,0.0,0,0.20454545454545456,0.4,0.6045454545454546,0.13820723450464337,0.19545454545454546
2249,efec7e82c,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,3.5,14.0,0.0,12.5,2.25,7,5,1,6,2,1,3,7,2,0.0,9,9,7,2,0,4,2,2.0,False,2,2,2,1,1,0.2222222222222222,0.0,0.7777777777777778,0.0,0,0,9,0.0,0,0,0,0,0,1,3,0.5,1,0,1,7,0,0,0.0,0,1,0.4409585518440985,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.33333333333333337,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,14,28,5.418589402336287,14,0,35,97,13.432961119739923,35,7,2.455153310442706,7,0.0,0.4,1.0984126984126985,0.1647891221364517,0.4
2250,20e1a2d65,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2.0,4.0,0.0,5.0,1.5,8,0,2,2,0,1,1,0,3,0.0,3,3,0,3,2,2,2,2.0,False,0,0,0,1,1,0.6666666666666666,0.0,2.6666666666666665,0.0,0,0,3,0.0,0,0,1,1,0,1,1,0.5773502691896258,1,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,1,1,0.5773502691896258,0,1,0.5773502691896258,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,11,15,5.5677643628300215,11,24,70,159,25.238858928247925,46,4,2.0816659994661326,4,0.0,0.4583333333333333,0.5198717948717948,0.2487644793024364,0.4583333333333333
2251,924b014d0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,80000.0,0.5,0.0,11.0,11.0,1.5,4,0,1,1,1,1,2,1,2,0.0,3,3,1,2,0,2,2,2.0,False,1,2,2,1,2,0.6666666666666666,0.0,1.3333333333333333,26666.666666666668,0,0,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,1,1,0,1,0.5773502691896258,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,11,22,6.3508529610858835,11,6,36,72,15.874507866387544,30,4,2.3094010767585034,4,0.0,0.36666666666666664,0.6722222222222223,0.19644473772393056,0.36666666666666664
2252,a1500b35b,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,65000.0,3.0,0.0,6.0,6.0,2.0,3,1,0,1,1,2,3,2,2,0.0,4,4,3,1,0,2,1,2.0,False,1,2,2,1,0,0.25,0.0,0.75,16250.0,0,0,4,0.0,0,0,0,0,0,1,3,0.5,1,0,1,2,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,1,0.5,0,1,0.5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,7,15,3.304037933599835,7,6,30,59,10.874281585465774,24,3,1.2909944487358056,3,0.0,0.4666666666666667,0.9166666666666667,0.19166666666666668,0.4666666666666667
2253,7bc1f26d4,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,70000.0,0.5,0.0,6.0,9.0,1.5,4,1,0,1,0,2,2,1,2,0.0,3,3,1,2,0,2,1,2.0,False,1,0,0,1,1,0.3333333333333333,0.0,1.3333333333333333,23333.333333333332,0,0,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,1,1,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,12,18,6.0,12,3,56,91,26.539279065817393,53,6,3.0550504633038935,6,0.0,0.375,0.48214285714285715,0.19315453261414228,0.375
2254,b349fc7d1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,250000.0,0.0,0.0,11.0,11.0,0.33333334,6,0,0,0,0,1,1,0,1,1.0,1,1,0,1,0,3,1,2.0,False,2,2,2,1,3,1.0,1.0,6.0,250000.0,1,1,1,,0,0,0,0,1,1,1,,0,0,0,0,0,0,,0,0,,1,1,0,0,0,0,0,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,11,11,11,,0,35,35,35,,0,4,,0,0.3142857142857143,0.3142857142857143,0.3142857142857143,,0.0
2255,625197417,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1.0,0.0,6.0,8.5,1.0,4,0,1,1,0,1,1,0,2,0.0,2,2,0,2,1,2,3,2.0,False,2,2,2,2,1,1.5,0.0,2.0,0.0,0,0,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,2,0.0,0,1,0.7071067811865476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,6,11,17,3.5355339059327378,5,30,68,98,26.870057685088806,38,4,1.4142135623730951,2,0.08823529411764706,0.36666666666666664,0.4549019607843137,0.1968807116244897,0.27843137254901956
2256,006b64543,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,3.0,7.0,1.0,4,0,1,1,0,1,1,0,2,0.0,2,2,0,2,0,2,2,2.0,False,1,1,2,1,1,1.0,0.0,2.0,0.0,0,0,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,1,1,0.7071067811865476,0,1,0.7071067811865476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,3,11,14,5.656854249492381,8,32,54,86,15.556349186104045,22,4,2.1213203435596424,3,0.05555555555555555,0.34375,0.3993055555555556,0.2037842459669564,0.2881944444444444
2257,147a20868,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,8.0,0.0,2.0,2.0,0.5,4,0,0,0,0,1,1,0,1,0.0,1,1,0,1,1,2,1,2.0,False,2,2,2,2,1,1.0,0.0,4.0,0.0,0,0,1,,0,0,0,0,1,1,1,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,2,2,2,,0,67,67,67,,0,1,,0,0.029850746268656716,0.029850746268656716,0.029850746268656716,,0.0
2258,65cc65486,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.5,6.0,0.0,7.5,1.5,5,1,1,2,0,1,1,1,2,0.0,3,3,1,2,0,2,2,2.0,False,2,2,2,1,1,0.6666666666666666,0.0,1.6666666666666667,0.0,0,0,3,0.0,0,0,0,0,0,1,1,0.5773502691896258,1,0,1,1,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,9,17,3.511884584284246,7,8,35,75,14.798648586948742,27,3,1.0,2,0.17142857142857143,0.28125,0.7026785714285715,0.056584417851007485,0.10982142857142857
2259,1ae6c14d5,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.5,0.0,13.0,8.0,1.5,4,0,1,1,1,1,2,1,2,0.0,3,3,1,2,0,2,2,2.0,False,2,2,2,2,1,0.6666666666666666,0.0,1.3333333333333333,0.0,0,0,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,0,1,1,0.5773502691896258,0,1,0.5773502691896258,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,3,13,19,5.773502691896257,10,10,62,105,26.057628441590765,52,7,3.4641016151377544,6,0.04838709677419355,0.3939393939393939,0.7423264907135875,0.17867104451083965,0.34555229716520036
2260,1c0b1cbd8,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1.6666666,0.0,7.0,9.333333,4.0,4,1,2,3,2,3,5,3,5,0.0,8,8,5,3,0,2,2,2.0,False,0,0,0,3,1,0.25,0.0,0.5,0.0,0,0,8,0.0,0,0,0,0,0,1,5,0.5175491695067657,1,0,1,2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,6,0.4629100498862757,0,1,0.3535533905932738,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,13,44,4.44007721940573,13,1,43,132,12.783918469255482,42,7,2.3145502494313788,7,0.0,0.65,2.3785655025796584,0.2345696683857916,0.65
2261,6f650f4fd,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,2.0,0.0,8.0,8.0,1.0,5,0,0,0,2,1,3,2,1,0.0,3,3,2,1,0,3,2,2.0,False,2,2,2,1,3,0.6666666666666666,0.0,1.6666666666666667,0.0,0,0,3,0.0,0,0,0,0,1,1,3,0.0,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,1,0.5773502691896258,0,1,0.5773502691896258,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,3,8,15,2.6457513110645907,5,9,44,63,19.924858845171276,35,3,1.1547005383792517,2,0.18181818181818182,0.4,0.9151515151515152,0.11180682102643809,0.2181818181818182
2262,c3578e0b2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,0.5,6.0,0.0,7.0,3.0,2,0,1,1,1,1,2,1,2,0.0,3,3,1,2,0,1,2,2.0,False,2,2,2,1,1,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0,3,0.0,0,0,1,1,0,1,2,0.5773502691896258,1,0,1,1,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,8,14,4.163331998932265,8,2,43,74,20.840665376454115,41,3,1.5275252316519468,3,0.0,0.27586206896551724,0.4153969526864475,0.13793414268269552,0.27586206896551724
2263,6deb3a567,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,6.0,0.0,6.0,2.0,5,0,1,1,0,1,1,0,2,0.0,2,2,0,2,0,1,1,2.0,False,1,1,1,1,1,0.5,0.0,2.5,0.0,0,0,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,1,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,6,6,12,0.0,0,56,56,112,0.0,0,2,0.0,0,0.10714285714285714,0.10714285714285714,0.21428571428571427,0.0,0.0
2264,221b5b43b,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.5,9.0,0.0,8.5,1.0,5,1,1,2,0,1,1,1,2,0.0,3,3,1,2,0,3,2,2.0,False,1,0,2,1,2,0.6666666666666666,0.0,1.6666666666666667,0.0,0,0,3,0.0,0,0,0,0,0,1,1,0.5773502691896258,1,0,1,1,0,1,0.5773502691896258,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,9,17,4.932882862316247,9,3,26,50,12.096831541082702,23,3,1.7320508075688772,3,0.0,0.38095238095238093,0.7271062271062271,0.21061740185484573,0.38095238095238093
2265,e453d01f8,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,5.0,0.0,5.0,1.0,3,0,1,1,0,0,0,0,1,0.0,1,1,0,1,0,1,1,2.0,False,0,0,0,2,1,1.0,0.0,3.0,0.0,0,0,1,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,1,1,0,0,0,0,0,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,5,5,5,,0,63,63,63,,0,1,,0,0.07936507936507936,0.07936507936507936,0.07936507936507936,,0.0
2266,1d80c214a,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,70000.0,1.0,8.0,0.0,8.5,1.3333334,5,1,1,2,0,2,2,1,3,1.0,4,4,2,2,0,3,4,2.0,False,2,2,2,1,2,1.0,0.25,1.25,17500.0,1,4,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,0,0,0,1,0.5773502691896257,0,0,0.0,0,0,0,0,0,0,0,0,1,2,0.5773502691896257,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,5,9,27,2.0615528128088303,4,11,31,83,10.719919153924002,20,3,1.1547005383792515,2,0.25806451612903225,0.45454545454545453,1.4396214649273604,0.09129877195882626,0.19648093841642228
2267,f86c4f7b1,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,0.33333334,6.0,0.0,5.6666665,1.3333334,5,1,1,2,0,2,2,1,3,0.0,4,4,1,3,0,3,3,2.0,False,1,2,2,2,1,0.75,0.0,1.25,0.0,0,0,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,1,1,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,1,0.5,0,1,0.5,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,8,17,3.5,8,0,42,100,19.2180470738661,42,3,1.2909944487358056,3,0.07894736842105263,0.4,0.6218045112781955,0.16994200015094912,0.32105263157894737
